,종목명,단축코드,확장코드,기초자산코드
1236,삼성엔지니 F 202406,1ETV6000,KR41ETV60004,A028050
1237,삼성엔지니 F 202412,1ETVC000,KR41ETVC0006,A028050
1238,삼성엔지니 F 202506,1ETW6000,KR41ETW60002,A028050
1239,삼성엔지니 F 202512,1ETWC000,KR41ETWC0005,A028050
1240,한화시스템 F 202309,1EVT9000,KR41EVT90001,A272210
1241,한화시스템 F 202310,1EVTA000,KR41EVTA0008,A272210
1242,한화시스템 F 202311,1EVTB000,KR41EVTB0007,A272210
1243,한화시스템 F 202312,1EVTC000,KR41EVTC0006,A272210
1244,한화시스템 F 202403,1EVV3000,KR41EVV30003,A272210
1245,한화시스템 F 202406,1EVV6000,KR41EVV60000,A272210
1246,한화시스템 F 202412,1EVVC000,KR41EVVC0002,A272210
1247,한화시스템 F 202506,1EVW6000,KR41EVW60008,A272210
1248,한화시스템 F 202512,1EVWC000,KR41EVWC0001,A272210
1249,보령       F 202309,1EWT9000,KR41EWT90009,A003850
1250,보령       F 202310,1EWTA000,KR41EWTA0007,A003850
1251,보령       F 202311,1EWTB000,KR41EWTB0006,A003850
1252,보령       F 202312,1EWTC000,KR41EWTC0005,A003850
1253,보령       F 202403,1EWV3000,KR41EWV30001,A003850
1254,보령       F 202406,1EWV6000,KR41EWV60008,A003850
1255,보령       F 202412,1EWVC000,KR41EWVC0001,A003850
1256,보령       F 202506,1EWW6000,KR41EWW60006,A003850
1257,보령       F 202512,1EWWC000,KR41EWWC0000,A003850
1258,카카오게임 F 202309,1EXT9000,KR41EXT90007,A293490
1259,카카오게임 F 202310,1EXTA000,KR41EXTA0006,A293490
1260,카카오게임 F 202311,1EXTB000,KR41EXTB0005,A293490
1261,카카오게임 F 202312,1EXTC000,KR41EXTC0004,A293490
1262,카카오게임 F 202403,1EXV3000,KR41EXV30009,A293490
1263,카카오게임 F 202406,1EXV6000,KR41EXV60006,A293490
1264,카카오게임 F 202412,1EXVC000,KR41EXVC0000,A293490
1265,카카오게임 F 202506,1EXW6000,KR41EXW60004,A293490
1266,카카오게임 F 202512,1EXWC000,KR41EXWC0009,A293490
1267,에코프로비 F 202309,1EYT9000,KR41EYT90005,A247540
1268,에코프로비 F 202310,1EYTA000,KR41EYTA0005,A247540
1269,에코프로비 F 202311,1EYTB000,KR41EYTB0004,A247540
1270,에코프로비 F 202312,1EYTC000,KR41EYTC0003,A247540
1271,에코프로비 F 202403,1EYV3000,KR41EYV30007,A247540
1272,에코프로비 F 202406,1EYV6000,KR41EYV60004,A247540
1273,에코프로비 F 202412,1EYVC000,KR41EYVC0009,A247540
1274,에코프로비 F 202506,1EYW6000,KR41EYW60002,A247540
1275,에코프로비 F 202512,1EYWC000,KR41EYWC0008,A247540
1276,스튜디오드 F 202309,1EZT9000,KR41EZT90002,A253450
1277,스튜디오드 F 202310,1EZTA000,KR41EZTA0004,A253450
1278,스튜디오드 F 202311,1EZTB000,KR41EZTB0003,A253450
1279,스튜디오드 F 202312,1EZTC000,KR41EZTC0002,A253450
1280,스튜디오드 F 202403,1EZV3000,KR41EZV30004,A253450
1281,스튜디오드 F 202406,1EZV6000,KR41EZV60001,A253450
1282,스튜디오드 F 202412,1EZVC000,KR41EZVC0008,A253450
1283,스튜디오드 F 202506,1EZW6000,KR41EZW60009,A253450
1284,스튜디오드 F 202512,1EZWC000,KR41EZWC0007,A253450
1285,천보       F 202309,1F0T9000,KR41F0T90009,A278280
1286,천보       F 202310,1F0TA000,KR41F0TA0008,A278280
1287,천보       F 202311,1F0TB000,KR41F0TB0007,A278280
1288,천보       F 202312,1F0TC000,KR41F0TC0006,A278280
1289,천보       F 202403,1F0V3000,KR41F0V30001,A278280
1290,천보       F 202406,1F0V6000,KR41F0V60008,A278280
1291,천보       F 202412,1F0VC000,KR41F0VC0002,A278280
1292,천보       F 202506,1F0W6000,KR41F0W60006,A278280
1293,천보       F 202512,1F0WC000,KR41F0WC0001,A278280
1294,콜마비앤에 F 202309,1F1T9000,KR41F1T90007,A200130
1295,콜마비앤에 F 202310,1F1TA000,KR41F1TA0007,A200130
1296,콜마비앤에 F 202311,1F1TB000,KR41F1TB0006,A200130
1297,콜마비앤에 F 202312,1F1TC000,KR41F1TC0005,A200130
1298,콜마비앤에 F 202403,1F1V3000,KR41F1V30009,A200130
1299,콜마비앤에 F 202406,1F1V6000,KR41F1V60006,A200130
1300,콜마비앤에 F 202412,1F1VC000,KR41F1VC0001,A200130
1301,콜마비앤에 F 202506,1F1W6000,KR41F1W60004,A200130
1302,콜마비앤에 F 202512,1F1WC000,KR41F1WC0000,A200130
1303,SFA반도체  F 202309,1F2T9000,KR41F2T90005,A036540
1304,SFA반도체  F 202310,1F2TA000,KR41F2TA0006,A036540
1305,SFA반도체  F 202311,1F2TB000,KR41F2TB0005,A036540
1306,SFA반도체  F 202312,1F2TC000,KR41F2TC0004,A036540
1307,SFA반도체  F 202403,1F2V3000,KR41F2V30007,A036540
1308,SFA반도체  F 202406,1F2V6000,KR41F2V60004,A036540
1309,SFA반도체  F 202412,1F2VC000,KR41F2VC0000,A036540
1310,SFA반도체  F 202506,1F2W6000,KR41F2W60002,A036540
1311,SFA반도체  F 202512,1F2WC000,KR41F2WC0009,A036540
1312,NHN KCP    F 202309,1F3T9000,KR41F3T90003,A060250
1313,NHN KCP    F 202310,1F3TA000,KR41F3TA0005,A060250
1314,NHN KCP    F 202311,1F3TB000,KR41F3TB0004,A060250
1315,NHN KCP    F 202312,1F3TC000,KR41F3TC0003,A060250
1316,NHN KCP    F 202403,1F3V3000,KR41F3V30005,A060250
1317,NHN KCP    F 202406,1F3V6000,KR41F3V60002,A060250
1318,NHN KCP    F 202412,1F3VC000,KR41F3VC0009,A060250
1319,NHN KCP    F 202506,1F3W6000,KR41F3W60000,A060250
1320,NHN KCP    F 202512,1F3WC000,KR41F3WC0008,A060250
1321,삼천당제약 F 202309,1F4T9000,KR41F4T90001,A000250
1322,삼천당제약 F 202310,1F4TA000,KR41F4TA0004,A000250
1323,삼천당제약 F 202311,1F4TB000,KR41F4TB0003,A000250
1324,삼천당제약 F 202312,1F4TC000,KR41F4TC0002,A000250
1325,삼천당제약 F 202403,1F4V3000,KR41F4V30003,A000250
1326,삼천당제약 F 202406,1F4V6000,KR41F4V60000,A000250
1327,삼천당제약 F 202412,1F4VC000,KR41F4VC0008,A000250
1328,삼천당제약 F 202506,1F4W6000,KR41F4W60008,A000250
1329,삼천당제약 F 202512,1F4WC000,KR41F4WC0007,A000250
1330,LG에너지솔 F 202309,1F5T9000,KR41F5T90008,A373220
1331,LG에너지솔 F 202310,1F5TA000,KR41F5TA0003,A373220
1332,LG에너지솔 F 202311,1F5TB000,KR41F5TB0002,A373220
1333,LG에너지솔 F 202312,1F5TC000,KR41F5TC0001,A373220
1334,LG에너지솔 F 202403,1F5V3000,KR41F5V30000,A373220
1335,LG에너지솔 F 202406,1F5V6000,KR41F5V60007,A373220
1336,LG에너지솔 F 202412,1F5VC000,KR41F5VC0007,A373220
1337,LG에너지솔 F 202506,1F5W6000,KR41F5W60005,A373220
1338,LG에너지솔 F 202512,1F5WC000,KR41F5WC0006,A373220
1339,카카오뱅크 F 202309,1F6T9000,KR41F6T90006,A323410
1340,카카오뱅크 F 202310,1F6TA000,KR41F6TA0002,A323410
1341,카카오뱅크 F 202311,1F6TB000,KR41F6TB0001,A323410
1342,카카오뱅크 F 202312,1F6TC000,KR41F6TC0000,A323410
1343,카카오뱅크 F 202403,1F6V3000,KR41F6V30008,A323410
1344,카카오뱅크 F 202406,1F6V6000,KR41F6V60005,A323410
1345,카카오뱅크 F 202412,1F6VC000,KR41F6VC0006,A323410
1346,카카오뱅크 F 202506,1F6W6000,KR41F6W60003,A323410
1347,카카오뱅크 F 202512,1F6WC000,KR41F6WC0005,A323410
1348,카카오페이 F 202309,1F7T9000,KR41F7T90004,A377300
1349,카카오페이 F 202310,1F7TA000,KR41F7TA0001,A377300
1350,카카오페이 F 202311,1F7TB000,KR41F7TB0000,A377300
1351,카카오페이 F 202312,1F7TC000,KR41F7TC0009,A377300
1352,카카오페이 F 202403,1F7V3000,KR41F7V30006,A377300
1353,카카오페이 F 202406,1F7V6000,KR41F7V60003,A377300
1354,카카오페이 F 202412,1F7VC000,KR41F7VC0005,A377300
1355,카카오페이 F 202506,1F7W6000,KR41F7W60001,A377300
1356,카카오페이 F 202512,1F7WC000,KR41F7WC0004,A377300
1357,크래프톤   F 202309,1F8T9000,KR41F8T90002,A259960
1358,크래프톤   F 202310,1F8TA000,KR41F8TA0000,A259960
1359,크래프톤   F 202311,1F8TB000,KR41F8TB0009,A259960
1360,크래프톤   F 202312,1F8TC000,KR41F8TC0008,A259960
1361,크래프톤   F 202403,1F8V3000,KR41F8V30004,A259960
1362,크래프톤   F 202406,1F8V6000,KR41F8V60001,A259960
1363,크래프톤   F 202412,1F8VC000,KR41F8VC0004,A259960
1364,크래프톤   F 202506,1F8W6000,KR41F8W60009,A259960
1365,크래프톤   F 202512,1F8WC000,KR41F8WC0003,A259960
1366,SK바이오사 F 202309,1F9T9000,KR41F9T90000,A302440
1367,SK바이오사 F 202310,1F9TA000,KR41F9TA0009,A302440
1368,SK바이오사 F 202311,1F9TB000,KR41F9TB0008,A302440
1369,SK바이오사 F 202312,1F9TC000,KR41F9TC0007,A302440
1370,SK바이오사 F 202403,1F9V3000,KR41F9V30002,A302440
1371,SK바이오사 F 202406,1F9V6000,KR41F9V60009,A302440
1372,SK바이오사 F 202412,1F9VC000,KR41F9VC0003,A302440
1373,SK바이오사 F 202506,1F9W6000,KR41F9W60007,A302440
1374,SK바이오사 F 202512,1F9WC000,KR41F9WC0002,A302440
1375,HMM        F 202309,1FAT9000,KR41FAT90002,A011200
1376,HMM        F 202310,1FATA000,KR41FATA0002,A011200
1377,HMM        F 202311,1FATB000,KR41FATB0001,A011200
1378,HMM        F 202312,1FATC000,KR41FATC0000,A011200
1379,HMM        F 202403,1FAV3000,KR41FAV30004,A011200
1380,HMM        F 202406,1FAV6000,KR41FAV60001,A011200
1381,HMM        F 202412,1FAVC000,KR41FAVC0006,A011200
1382,HMM        F 202506,1FAW6000,KR41FAW60009,A011200
1383,HMM        F 202512,1FAWC000,KR41FAWC0005,A011200
1384,SK아이이테 F 202309,1FBT9000,KR41FBT90000,A361610
1385,SK아이이테 F 202310,1FBTA000,KR41FBTA0001,A361610
1386,SK아이이테 F 202311,1FBTB000,KR41FBTB0000,A361610
1387,SK아이이테 F 202312,1FBTC000,KR41FBTC0009,A361610
1388,SK아이이테 F 202403,1FBV3000,KR41FBV30002,A361610
1389,SK아이이테 F 202406,1FBV6000,KR41FBV60009,A361610
1390,SK아이이테 F 202412,1FBVC000,KR41FBVC0005,A361610
1391,SK아이이테 F 202506,1FBW6000,KR41FBW60007,A361610
1392,SK아이이테 F 202512,1FBWC000,KR41FBWC0004,A361610
1393,하이브     F 202309,1FCT9000,KR41FCT90008,A352820
1394,하이브     F 202310,1FCTA000,KR41FCTA0000,A352820
1395,하이브     F 202311,1FCTB000,KR41FCTB0009,A352820
1396,하이브     F 202312,1FCTC000,KR41FCTC0008,A352820
1397,하이브     F 202403,1FCV3000,KR41FCV30000,A352820
1398,하이브     F 202406,1FCV6000,KR41FCV60007,A352820
1399,하이브     F 202412,1FCVC000,KR41FCVC0004,A352820
1400,하이브     F 202506,1FCW6000,KR41FCW60005,A352820
1401,하이브     F 202512,1FCWC000,KR41FCWC0003,A352820
1402,HD현대중공 F 202309,1FDT9000,KR41FDT90006,A329180
1403,HD현대중공 F 202310,1FDTA000,KR41FDTA0009,A329180
1404,HD현대중공 F 202311,1FDTB000,KR41FDTB0008,A329180
1405,HD현대중공 F 202312,1FDTC000,KR41FDTC0007,A329180
1406,HD현대중공 F 202403,1FDV3000,KR41FDV30008,A329180
1407,HD현대중공 F 202406,1FDV6000,KR41FDV60005,A329180
1408,HD현대중공 F 202412,1FDVC000,KR41FDVC0003,A329180
1409,HD현대중공 F 202506,1FDW6000,KR41FDW60003,A329180
1410,HD현대중공 F 202512,1FDWC000,KR41FDWC0002,A329180
1411,SK스퀘어   F 202309,1FET9000,KR41FET90004,A402340
1412,SK스퀘어   F 202310,1FETA000,KR41FETA0008,A402340
1413,SK스퀘어   F 202311,1FETB000,KR41FETB0007,A402340
1414,SK스퀘어   F 202312,1FETC000,KR41FETC0006,A402340
1415,SK스퀘어   F 202403,1FEV3000,KR41FEV30006,A402340
1416,SK스퀘어   F 202406,1FEV6000,KR41FEV60003,A402340
1417,SK스퀘어   F 202412,1FEVC000,KR41FEVC0002,A402340
1418,SK스퀘어   F 202506,1FEW6000,KR41FEW60001,A402340
1419,SK스퀘어   F 202512,1FEWC000,KR41FEWC0001,A402340
1420,SK바이오팜 F 202309,1FFT9000,KR41FFT90001,A326030
1421,SK바이오팜 F 202310,1FFTA000,KR41FFTA0007,A326030
1422,SK바이오팜 F 202311,1FFTB000,KR41FFTB0006,A326030
1423,SK바이오팜 F 202312,1FFTC000,KR41FFTC0005,A326030
1424,SK바이오팜 F 202403,1FFV3000,KR41FFV30003,A326030
1425,SK바이오팜 F 202406,1FFV6000,KR41FFV60000,A326030
1426,SK바이오팜 F 202412,1FFVC000,KR41FFVC0001,A326030
1427,SK바이오팜 F 202506,1FFW6000,KR41FFW60008,A326030
1428,SK바이오팜 F 202512,1FFWC000,KR41FFWC0000,A326030
1429,F&F        F 202309,1FGT9000,KR41FGT90009,A383220
1430,F&F        F 202310,1FGTA000,KR41FGTA0006,A383220
1431,F&F        F 202311,1FGTB000,KR41FGTB0005,A383220
1432,F&F        F 202312,1FGTC000,KR41FGTC0004,A383220
1433,F&F        F 202403,1FGV3000,KR41FGV30001,A383220
1434,F&F        F 202406,1FGV6000,KR41FGV60008,A383220
1435,F&F        F 202412,1FGVC000,KR41FGVC0000,A383220
1436,F&F        F 202506,1FGW6000,KR41FGW60006,A383220
1437,F&F        F 202512,1FGWC000,KR41FGWC0009,A383220
1438,HD현대     F 202309,1FHT9000,KR41FHT90007,A267250
1439,HD현대     F 202310,1FHTA000,KR41FHTA0005,A267250
1440,HD현대     F 202311,1FHTB000,KR41FHTB0004,A267250
1441,HD현대     F 202312,1FHTC000,KR41FHTC0003,A267250
1442,HD현대     F 202403,1FHV3000,KR41FHV30009,A267250
1443,HD현대     F 202406,1FHV6000,KR41FHV60006,A267250
1444,HD현대     F 202412,1FHVC000,KR41FHVC0009,A267250
1445,HD현대     F 202506,1FHW6000,KR41FHW60004,A267250
1446,HD현대     F 202512,1FHWC000,KR41FHWC0008,A267250
1447,오리온     F 202309,1FJT9000,KR41FJT90003,A271560
1448,오리온     F 202310,1FJTA000,KR41FJTA0003,A271560
1449,오리온     F 202311,1FJTB000,KR41FJTB0002,A271560
1450,오리온     F 202312,1FJTC000,KR41FJTC0001,A271560
1451,오리온     F 202403,1FJV3000,KR41FJV30005,A271560
1452,오리온     F 202406,1FJV6000,KR41FJV60002,A271560
1453,오리온     F 202412,1FJVC000,KR41FJVC0007,A271560
1454,오리온     F 202506,1FJW6000,KR41FJW60000,A271560
1455,오리온     F 202512,1FJWC000,KR41FJWC0006,A271560
1456,메리츠금융 F 202309,1FKT9000,KR41FKT90001,A138040
1457,메리츠금융 F 202310,1FKTA000,KR41FKTA0000,A138040
1458,메리츠금융 F 202311,1FKTB000,KR41FKTB0009,A138040
1459,메리츠금융 F 202312,1FKTC000,KR41FKTC0008,A138040
1460,메리츠금융 F 202403,1FKV3000,KR41FKV30003,A138040
1461,메리츠금융 F 202406,1FKV6000,KR41FKV60000,A138040
1462,메리츠금융 F 202412,1FKVC000,KR41FKVC0004,A138040
1463,메리츠금융 F 202506,1FKW6000,KR41FKW60008,A138040
1464,메리츠금융 F 202512,1FKWC000,KR41FKWC0003,A138040
1465,펄어비스   F 202309,1FLT9000,KR41FLT90009,A263750
1466,펄어비스   F 202310,1FLTA000,KR41FLTA0009,A263750
1467,펄어비스   F 202311,1FLTB000,KR41FLTB0008,A263750
1468,펄어비스   F 202312,1FLTC000,KR41FLTC0007,A263750
1469,펄어비스   F 202403,1FLV3000,KR41FLV30001,A263750
1470,펄어비스   F 202406,1FLV6000,KR41FLV60008,A263750
1471,펄어비스   F 202412,1FLVC000,KR41FLVC0003,A263750
1472,펄어비스   F 202506,1FLW6000,KR41FLW60006,A263750
1473,펄어비스   F 202512,1FLWC000,KR41FLWC0002,A263750
1474,엘앤에프   F 202309,1FMT9000,KR41FMT90007,A066970
1475,엘앤에프   F 202310,1FMTA000,KR41FMTA0008,A066970
1476,엘앤에프   F 202311,1FMTB000,KR41FMTB0007,A066970
1477,엘앤에프   F 202312,1FMTC000,KR41FMTC0006,A066970
1478,엘앤에프   F 202403,1FMV3000,KR41FMV30009,A066970
1479,엘앤에프   F 202406,1FMV6000,KR41FMV60006,A066970
1480,엘앤에프   F 202412,1FMVC000,KR41FMVC0002,A066970
1481,엘앤에프   F 202506,1FMW6000,KR41FMW60004,A066970
1482,엘앤에프   F 202512,1FMWC000,KR41FMWC0001,A066970
1483,위메이드   F 202309,1FNT9000,KR41FNT90005,A112040
1484,위메이드   F 202310,1FNTA000,KR41FNTA0007,A112040
1485,위메이드   F 202311,1FNTB000,KR41FNTB0006,A112040
1486,위메이드   F 202312,1FNTC000,KR41FNTC0005,A112040
1487,위메이드   F 202403,1FNV3000,KR41FNV30007,A112040
1488,위메이드   F 202406,1FNV6000,KR41FNV60004,A112040
1489,위메이드   F 202412,1FNVC000,KR41FNVC0001,A112040
1490,위메이드   F 202506,1FNW6000,KR41FNW60002,A112040
1491,위메이드   F 202512,1FNWC000,KR41FNWC0000,A112040
1492,알테오젠   F 202309,1FPT9000,KR41FPT90000,A196170
1493,알테오젠   F 202310,1FPTA000,KR41FPTA0005,A196170
1494,알테오젠   F 202311,1FPTB000,KR41FPTB0004,A196170
1495,알테오젠   F 202312,1FPTC000,KR41FPTC0003,A196170
1496,알테오젠   F 202403,1FPV3000,KR41FPV30002,A196170
1497,알테오젠   F 202406,1FPV6000,KR41FPV60009,A196170
1498,알테오젠   F 202412,1FPVC000,KR41FPVC0009,A196170
1499,알테오젠   F 202506,1FPW6000,KR41FPW60007,A196170
1500,알테오젠   F 202512,1FPWC000,KR41FPWC0008,A196170
1501,리노공업   F 202309,1FQT9000,KR41FQT90008,A058470
1502,리노공업   F 202310,1FQTA000,KR41FQTA0004,A058470
1503,리노공업   F 202311,1FQTB000,KR41FQTB0003,A058470
1504,리노공업   F 202312,1FQTC000,KR41FQTC0002,A058470
1505,리노공업   F 202403,1FQV3000,KR41FQV30000,A058470
1506,리노공업   F 202406,1FQV6000,KR41FQV60007,A058470
1507,리노공업   F 202412,1FQVC000,KR41FQVC0008,A058470
1508,리노공업   F 202506,1FQW6000,KR41FQW60005,A058470
1509,리노공업   F 202512,1FQWC000,KR41FQWC0007,A058470
1510,BGF리테일  F 202309,1FRT9000,KR41FRT90006,A282330
1511,BGF리테일  F 202310,1FRTA000,KR41FRTA0003,A282330
1512,BGF리테일  F 202311,1FRTB000,KR41FRTB0002,A282330
1513,BGF리테일  F 202312,1FRTC000,KR41FRTC0001,A282330
1514,BGF리테일  F 202403,1FRV3000,KR41FRV30008,A282330
1515,BGF리테일  F 202406,1FRV6000,KR41FRV60005,A282330
1516,BGF리테일  F 202412,1FRVC000,KR41FRVC0007,A282330
1517,BGF리테일  F 202506,1FRW6000,KR41FRW60003,A282330
1518,BGF리테일  F 202512,1FRWC000,KR41FRWC0006,A282330
1519,LS         F 202309,1FST9000,KR41FST90004,A006260
1520,LS         F 202310,1FSTA000,KR41FSTA0002,A006260
1521,LS         F 202311,1FSTB000,KR41FSTB0001,A006260
1522,LS         F 202312,1FSTC000,KR41FSTC0000,A006260
1523,LS         F 202403,1FSV3000,KR41FSV30006,A006260
1524,LS         F 202406,1FSV6000,KR41FSV60003,A006260
1525,LS         F 202412,1FSVC000,KR41FSVC0006,A006260
1526,LS         F 202506,1FSW6000,KR41FSW60001,A006260
1527,LS         F 202512,1FSWC000,KR41FSWC0005,A006260
1528,대우건설   F 202309,1FTT9000,KR41FTT90002,A047040
1529,대우건설   F 202310,1FTTA000,KR41FTTA0001,A047040
1530,대우건설   F 202311,1FTTB000,KR41FTTB0000,A047040
1531,대우건설   F 202312,1FTTC000,KR41FTTC0009,A047040
1532,대우건설   F 202403,1FTV3000,KR41FTV30004,A047040
1533,대우건설   F 202406,1FTV6000,KR41FTV60001,A047040
1534,대우건설   F 202412,1FTVC000,KR41FTVC0005,A047040
1535,대우건설   F 202506,1FTW6000,KR41FTW60009,A047040
1536,대우건설   F 202512,1FTWC000,KR41FTWC0004,A047040
1537,한화오션   F 202309,1FVT9000,KR41FVT90008,A042660
1538,한화오션   F 202310,1FVTA000,KR41FVTA0007,A042660
1539,한화오션   F 202311,1FVTB000,KR41FVTB0006,A042660
1540,한화오션   F 202312,1FVTC000,KR41FVTC0005,A042660
1541,한화오션   F 202403,1FVV3000,KR41FVV30000,A042660
1542,한화오션   F 202406,1FVV6000,KR41FVV60007,A042660
1543,한화오션   F 202412,1FVVC000,KR41FVVC0001,A042660
1544,한화오션   F 202506,1FVW6000,KR41FVW60005,A042660
1545,한화오션   F 202512,1FVWC000,KR41FVWC0000,A042660
1546,대한전선   F 202309,1FWT9000,KR41FWT90006,A001440
1547,대한전선   F 202310,1FWTA000,KR41FWTA0006,A001440
1548,대한전선   F 202311,1FWTB000,KR41FWTB0005,A001440
1549,대한전선   F 202312,1FWTC000,KR41FWTC0004,A001440
1550,대한전선   F 202403,1FWV3000,KR41FWV30008,A001440
1551,대한전선   F 202406,1FWV6000,KR41FWV60005,A001440
1552,대한전선   F 202412,1FWVC000,KR41FWVC0000,A001440
1553,대한전선   F 202506,1FWW6000,KR41FWW60003,A001440
1554,대한전선   F 202512,1FWWC000,KR41FWWC0009,A001440
1555,동서       F 202309,1FXT9000,KR41FXT90004,A026960
1556,동서       F 202310,1FXTA000,KR41FXTA0005,A026960
1557,동서       F 202311,1FXTB000,KR41FXTB0004,A026960
1558,동서       F 202312,1FXTC000,KR41FXTC0003,A026960
1559,동서       F 202403,1FXV3000,KR41FXV30006,A026960
1560,동서       F 202406,1FXV6000,KR41FXV60003,A026960
1561,동서       F 202412,1FXVC000,KR41FXVC0009,A026960
1562,동서       F 202506,1FXW6000,KR41FXW60001,A026960
1563,동서       F 202512,1FXWC000,KR41FXWC0008,A026960
1564,두산퓨얼셀 F 202309,1FYT9000,KR41FYT90002,A336260
1565,두산퓨얼셀 F 202310,1FYTA000,KR41FYTA0004,A336260
1566,두산퓨얼셀 F 202311,1FYTB000,KR41FYTB0003,A336260
1567,두산퓨얼셀 F 202312,1FYTC000,KR41FYTC0002,A336260
1568,두산퓨얼셀 F 202403,1FYV3000,KR41FYV30004,A336260
1569,두산퓨얼셀 F 202406,1FYV6000,KR41FYV60001,A336260
1570,두산퓨얼셀 F 202412,1FYVC000,KR41FYVC0008,A336260
1571,두산퓨얼셀 F 202506,1FYW6000,KR41FYW60009,A336260
1572,두산퓨얼셀 F 202512,1FYWC000,KR41FYWC0007,A336260
1573,롯데지주   F 202309,1FZT9000,KR41FZT90009,A004990
1574,롯데지주   F 202310,1FZTA000,KR41FZTA0003,A004990
1575,롯데지주   F 202311,1FZTB000,KR41FZTB0002,A004990
1576,롯데지주   F 202312,1FZTC000,KR41FZTC0001,A004990
1577,롯데지주   F 202403,1FZV3000,KR41FZV30001,A004990
1578,롯데지주   F 202406,1FZV6000,KR41FZV60008,A004990
1579,롯데지주   F 202412,1FZVC000,KR41FZVC0007,A004990
1580,롯데지주   F 202506,1FZW6000,KR41FZW60006,A004990
1581,롯데지주   F 202512,1FZWC000,KR41FZWC0006,A004990
1582,씨에스윈드 F 202309,1G0T9000,KR41G0T90008,A112610
1583,씨에스윈드 F 202310,1G0TA000,KR41G0TA0006,A112610
1584,씨에스윈드 F 202311,1G0TB000,KR41G0TB0005,A112610
1585,씨에스윈드 F 202312,1G0TC000,KR41G0TC0004,A112610
1586,씨에스윈드 F 202403,1G0V3000,KR41G0V30000,A112610
1587,씨에스윈드 F 202406,1G0V6000,KR41G0V60007,A112610
1588,씨에스윈드 F 202412,1G0VC000,KR41G0VC0000,A112610
1589,씨에스윈드 F 202506,1G0W6000,KR41G0W60005,A112610
1590,씨에스윈드 F 202512,1G0WC000,KR41G0WC0009,A112610
1591,CJ대한통운 F 202309,1G1T9000,KR41G1T90006,A000120
1592,CJ대한통운 F 202310,1G1TA000,KR41G1TA0005,A000120
1593,CJ대한통운 F 202311,1G1TB000,KR41G1TB0004,A000120
1594,CJ대한통운 F 202312,1G1TC000,KR41G1TC0003,A000120
1595,CJ대한통운 F 202403,1G1V3000,KR41G1V30008,A000120
1596,CJ대한통운 F 202406,1G1V6000,KR41G1V60005,A000120
1597,CJ대한통운 F 202412,1G1VC000,KR41G1VC0009,A000120
1598,CJ대한통운 F 202506,1G1W6000,KR41G1W60003,A000120
1599,CJ대한통운 F 202512,1G1WC000,KR41G1WC0008,A000120
