,종목명,단축코드,확장코드,ETF구분(1:ETF|2:ETN),상한가,하한가,전일가,주문수량단위,기준가,구분(1:코스피|2:코스닥),증권그룹,기업인수목적회사여부,filler(미사용)
120,삼보판지,023600,KR7023600000,0,11770,6350,9060,00001,9060,2,01,N,
121,한국캐피탈,023760,KR7023760002,0,770,416,593,00001,593,2,01,N,
122,플레이위드,023770,KR7023770001,0,8470,4570,6520,00001,6520,2,01,N,
123,동일철강,023790,KR7023790009,0,2270,1225,1749,00001,1749,2,01,N,
124,풍국주정,023900,KR7023900004,0,16380,8820,12600,00001,12600,2,01,N,
125,대한약품,023910,KR7023910003,0,36300,19600,27950,00001,27950,2,01,N,
126,흥구석유,024060,KR7024060006,0,6700,3620,5160,00001,5160,2,01,N,
127,KB오토시스,024120,KR7024120008,0,5810,3130,4470,00001,4470,2,01,N,
128,한일단조,024740,KR7024740003,0,3155,1705,2430,00001,2430,2,01,N,
129,유성티엔에스,024800,KR7024800005,0,2765,1495,2130,00001,2130,2,01,N,
130,이화전기,024810,KR7024810004,0,1168,630,899,00001,899,2,01,N,
131,세원물산,024830,KR7024830002,0,9360,5040,7200,00001,7200,2,01,N,
132,KBI메탈,024840,KR7024840001,0,2025,1091,1558,00001,1558,2,01,N,
133,HLB이노베이션,024850,KR7024850000,0,4120,2220,3170,00001,3170,2,01,N,
134,케이피에프,024880,KR7024880007,0,7540,4060,5800,00001,5800,2,01,N,
135,경창산업,024910,KR7024910002,0,3675,1985,2830,00001,2830,2,01,N,
136,PN풍년,024940,KR7024940009,0,8950,4830,6890,00001,6890,2,01,N,
137,삼천리자전거,024950,KR7024950008,0,7980,4300,6140,00001,6140,2,01,N,
138,시노펙스,025320,KR7025320003,0,5630,3035,4335,00001,4335,2,01,N,
139,DH오토웨어,025440,KR7025440009,0,3295,1775,2535,00001,2535,2,01,N,
140,한국선재,025550,KR7025550005,0,5530,2985,4260,00001,4260,2,01,N,
141,한국정보통신,025770,KR7025770009,0,12330,6650,9490,00001,9490,2,01,N,
142,신라에스지,025870,KR7025870007,0,10490,5650,8070,00001,8070,2,01,N,
143,케이씨피드,025880,KR7025880006,0,3515,1895,2705,00001,2705,2,01,N,
144,동화기업,025900,KR7025900002,0,69800,37600,53700,00001,53700,2,01,N,
145,동신건설,025950,KR7025950007,0,18460,9940,14200,00001,14200,2,01,N,
146,아난티,025980,KR7025980004,0,10150,5470,7810,00001,7810,2,01,N,
147,제이에스티나,026040,KR7026040006,0,3230,1740,2485,00001,2485,2,01,N,
148,특수건설,026150,KR7026150003,0,9640,5200,7420,00001,7420,2,01,N,
149,광진실업,026910,KR7026910000,0,5210,2815,4015,00001,4015,2,01,N,
150,서울전자통신,027040,KR7027040005,0,650,350,500,00001,500,2,01,N,
151,코리아나,027050,KR7027050004,0,5510,2975,4245,00001,4245,2,01,N,
152,아주IB투자,027360,KR7027360007,0,2870,1550,2210,00001,2210,2,01,N,
153,상보,027580,KR7027580000,0,2590,1397,1995,00001,1995,2,01,N,
154,팜스토리,027710,KR7027710003,0,2435,1313,1875,00001,1875,2,01,N,
155,대성창투,027830,KR7027830009,0,2150,1159,1655,00001,1655,2,01,N,
156,휴맥스홀딩스,028080,KR7028080000,0,7390,3990,5690,00001,5690,2,01,N,
157,HLB,028300,KR7028300002,0,36750,19850,28300,00001,28300,2,01,N,
158,광무,029480,KR7029480001,0,4095,2205,3150,00001,3150,2,01,N,
159,코엔텍,029960,KR7029960002,0,9160,4940,7050,00001,7050,2,01,N,
160,드래곤플라이,030350,KR7030350003,0,748,404,576,00001,576,2,01,N,
161,한글과컴퓨터,030520,KR7030520001,0,18220,9820,14020,00001,14020,2,01,N,
162,원익홀딩스,030530,KR7030530000,0,4270,2300,3285,00001,3285,2,01,N,
163,양지사,030960,KR7030960009,0,22700,12230,17470,00001,17470,2,01,N,
164,아이즈비전,031310,KR7031310006,0,3880,2090,2985,00001,2985,2,01,N,
165,에스에이엠티,031330,KR7031330004,0,3630,1960,2795,00001,2795,2,01,N,
166,오스템,031510,KR7031510001,0,2405,1295,1850,00001,1850,2,01,N,
167,에스유홀딩스,031860,KR7031860000,0,1280,690,985,00001,985,2,01,N,
168,피에스케이홀딩스,031980,KR7031980006,0,36300,19600,27950,00001,27950,2,01,N,
169,아즈텍WB,032080,KR7032080004,0,2160,1166,1665,00001,1665,2,01,N,
170,다우데이타,032190,KR7032190001,0,18000,9700,13850,00001,13850,2,01,N,
171,삼일,032280,KR7032280000,0,2395,1292,1845,00001,1845,2,01,N,
172,한국파마,032300,KR7032300006,0,23300,12560,17940,00001,17940,2,01,N,
173,케이엠더블유,032500,KR7032500001,0,14330,7730,11030,00001,11030,2,01,N,
174,TJ미디어,032540,KR7032540007,0,7670,4130,5900,00001,5900,2,01,N,
175,피델릭스,032580,KR7032580003,0,1836,990,1413,00001,1413,2,01,N,
176,유비케어,032620,KR7032620007,0,6440,3475,4960,00001,4960,2,01,N,
177,소프트센,032680,KR7032680001,0,1016,548,782,00001,782,2,01,N,
178,소프트센우,032685,KR7032681009,0,13000,7000,10000,00001,10000,2,01,N,
179,삼진,032750,KR7032750002,0,8900,4800,6850,00001,6850,2,01,N,
180,엠젠솔루션,032790,KR7032790008,0,4225,2275,3250,00001,3250,2,01,N,
181,판타지오,032800,KR7032800005,0,408,220,314,00001,314,2,01,N,
182,우리기술,032820,KR7032820003,0,1732,934,1333,00001,1333,2,01,N,
183,비트컴퓨터,032850,KR7032850000,0,7930,4270,6100,00001,6100,2,01,N,
184,휴먼엔,032860,KR7032860009,0,4730,2550,3640,00001,3640,2,01,N,
185,원익,032940,KR7032940009,0,4510,2430,3470,00001,3470,2,01,N,
186,동일기연,032960,KR7032960007,0,16310,8790,12550,00001,12550,2,01,N,
187,바이온,032980,KR7032980005,0,2195,1183,1689,00001,1689,2,01,N,
188,제이엠아이,033050,KR7033050006,0,1462,788,1125,00001,1125,2,01,N,
189,제룡전기,033100,KR7033100009,0,33050,17850,25450,00001,25450,2,01,N,
190,디지틀조선,033130,KR7033130006,0,2745,1485,2115,00001,2115,2,01,N,
191,엠케이전자,033160,KR7033160003,0,19680,10600,15140,00001,15140,2,01,N,
192,시그네틱스,033170,KR7033170002,0,1729,931,1330,00001,1330,2,01,N,
193,모아텍,033200,KR7033200007,0,5880,3175,4530,00001,4530,2,01,N,
194,인성정보,033230,KR7033230004,0,4410,2380,3395,00001,3395,2,01,N,
195,코웰패션,033290,KR7033290008,0,8560,4620,6590,00001,6590,2,01,N,
196,엠투엔,033310,KR7033310004,0,4975,2685,3830,00001,3830,2,01,N,
197,제이씨현시스템,033320,KR7033320003,0,6090,3285,4690,00001,4690,2,01,N,
198,좋은사람들,033340,KR7033340001,0,3165,1,2110,00001,2110,2,01,N,
199,동성화인텍,033500,KR7033500000,0,17180,9260,13220,00001,13220,2,01,N,
200,파라텍,033540,KR7033540006,0,1084,584,834,00001,834,2,01,N,
201,블루콤,033560,KR7033560004,0,4840,2610,3725,00001,3725,2,01,N,
202,네패스,033640,KR7033640004,0,24700,13300,19000,00001,19000,2,01,N,
203,스카이문스테크놀로지,033790,KR7033790007,0,1801,971,1386,00001,1386,2,01,N,
204,티비씨,033830,KR7033830001,0,1209,651,930,00001,930,2,01,N,
205,파라다이스,034230,KR7034230003,0,21900,11800,16850,00001,16850,2,01,N,
206,해성산업,034810,KR7034810002,0,10540,5680,8110,00001,8110,2,01,N,
207,해성산업1우,03481K,KR703481K019,0,11790,6350,9070,00001,9070,2,01,N,
208,조아제약,034940,KR7034940007,0,2430,1311,1872,00001,1872,2,01,N,
209,한국기업평가,034950,KR7034950006,0,99700,53700,76700,00001,76700,2,01,N,
210,그래디언트,035080,KR7035080001,0,18570,10010,14290,00001,14290,2,01,N,
211,프럼파스트,035200,KR7035200005,0,4680,2520,3600,00001,3600,2,01,N,
212,골드앤에스,035290,KR7035290006,0,1521,819,1170,00001,1170,2,01,N,
213,기산텔레콤,035460,KR7035460005,0,3575,1925,2750,00001,2750,2,01,N,
214,KG이니시스,035600,KR7035600006,0,14350,7730,11040,00001,11040,2,01,N,
215,솔본,035610,KR7035610005,0,5600,3020,4310,00001,4310,2,01,N,
216,바른손이앤에이,035620,KR7035620004,0,952,514,733,00001,733,2,01,N,
217,CJ ENM,035760,KR7035760008,0,76100,41100,58600,00001,58600,2,01,N,
218,이지홀딩스,035810,KR7035810001,0,3825,2065,2945,00001,2945,2,01,N,
219,서희건설,035890,KR7035890003,0,1795,967,1381,00001,1381,2,01,N,
220,JYP Ent.,035900,KR7035900000,0,139100,74900,107000,00001,107000,2,01,N,
221,예림당,036000,KR7036000008,0,2580,1390,1985,00001,1985,2,01,N,
222,아비코전자,036010,KR7036010007,0,21000,11340,16190,00001,16190,2,01,N,
223,케이티알파,036030,KR7036030005,0,7410,3990,5700,00001,5700,2,01,N,
224,위지트,036090,KR7036090009,0,903,487,695,00001,695,2,01,N,
225,SCI평가정보,036120,KR7036120004,0,5330,2875,4105,00001,4105,2,01,N,
226,클라우드에어,036170,KR7036170009,0,1287,693,990,00001,990,2,01,N,
227,지더블유바이텍,036180,KR7036180008,0,1198,646,922,00001,922,2,01,N,
228,금화피에스시,036190,KR7036190007,0,35850,19350,27600,00001,27600,2,01,N,
229,유니셈,036200,KR7036200004,0,11720,6320,9020,00001,9020,2,01,N,
230,대성미생물,036480,KR7036480002,0,13130,7070,10100,00001,10100,2,01,N,
231,SFA반도체,036540,KR7036540003,0,7350,3970,5660,00001,5660,2,01,N,
232,영풍정밀,036560,KR7036560001,0,18910,10190,14550,00001,14550,2,01,N,
233,감성코퍼레이션,036620,KR7036620003,0,5210,2810,4010,00001,4010,2,01,N,
234,세종텔레콤,036630,KR7036630002,0,778,420,599,00001,599,2,01,N,
235,HRS,036640,KR7036640001,0,7180,3880,5530,00001,5530,2,01,N,
236,KCI,036670,KR7036670008,0,9710,5230,7470,00001,7470,2,01,N,
237,코맥스,036690,KR7036690006,0,4725,2545,3635,00001,3635,2,01,N,
238,심텍홀딩스,036710,KR7036710002,0,3775,2035,2905,00001,2905,2,01,N,
239,나이스정보통신,036800,KR7036800001,0,29550,15950,22750,00001,22750,2,01,N,
240,에프에스티,036810,KR7036810000,0,28250,15250,21750,00001,21750,2,01,N,
241,솔브레인홀딩스,036830,KR7036830008,0,51500,27800,39650,00001,39650,2,01,N,
242,진성티이씨,036890,KR7036890002,0,16000,8620,12310,00001,12310,2,01,N,
243,주성엔지니어링,036930,KR7036930006,0,36300,19600,27950,00001,27950,2,01,N,
244,파워넷,037030,KR7037030004,0,4855,2615,3735,00001,3735,2,01,N,
245,파세코,037070,KR7037070000,0,13350,7190,10270,00001,10270,2,01,N,
246,한국팩키지,037230,KR7037230000,0,2950,1590,2270,00001,2270,2,01,N,
247,인지디스플레,037330,KR7037330008,0,2785,1505,2145,00001,2145,2,01,N,
248,성도이엔지,037350,KR7037350006,0,5350,2885,4120,00001,4120,2,01,N,
249,EG,037370,KR7037370004,0,19780,10660,15220,00001,15220,2,01,N,
250,우리엔터프라이즈,037400,KR7037400009,0,1926,1038,1482,00001,1482,2,01,N,
251,희림,037440,KR7037440005,0,11120,6000,8560,00001,8560,2,01,N,
252,삼지전자,037460,KR7037460003,0,10410,5610,8010,00001,8010,2,01,N,
253,쎄니트,037760,KR7037760006,0,2030,1095,1564,00001,1564,2,01,N,
254,엘컴텍,037950,KR7037950003,0,1757,947,1352,00001,1352,2,01,N,
255,제일테크노스,038010,KR7038010005,0,12050,6490,9270,00001,9270,2,01,N,
256,루멘스,038060,KR7038060000,0,1996,1076,1536,00001,1536,2,01,N,
257,서린바이오,038070,KR7038070009,0,12800,6900,9850,00001,9850,2,01,N,
258,에코플라스틱,038110,KR7038110003,0,6230,3360,4795,00001,4795,2,01,N,
259,마크로젠,038290,KR7038290003,0,24700,13300,19000,00001,19000,2,01,N,
260,MIT,038340,KR7038340006,0,3850,1,1283,00001,1283,2,01,N,
261,레드캡투어,038390,KR7038390001,0,20500,11060,15800,00001,15800,2,01,N,
262,바이오스마트,038460,KR7038460002,0,4775,2575,3675,00001,3675,2,01,N,
263,삼표시멘트,038500,KR7038500005,0,4445,2395,3420,00001,3420,2,01,N,
264,케이바이오,038530,KR7038530002,0,416,224,320,00001,320,2,01,N,
265,상상인,038540,KR7038540001,0,5910,3185,4550,00001,4550,2,01,N,
266,위즈코프,038620,KR7038620001,0,1145,617,881,00001,881,2,01,N,
267,에스넷,038680,KR7038680005,0,6500,3500,5000,00001,5000,2,01,N,
268,에코바이오,038870,KR7038870002,0,7210,3890,5550,00001,5550,2,01,N,
269,아이에이,038880,KR7038880001,0,676,364,520,00001,520,2,01,N,
270,파인디지털,038950,KR7038950002,0,6810,3670,5240,00001,5240,2,01,N,
271,현대에이치티,039010,KR7039010004,0,8370,4510,6440,00001,6440,2,01,N,
272,이건홀딩스,039020,KR7039020003,0,3780,2040,2910,00001,2910,2,01,N,
273,이오테크닉스,039030,KR7039030002,0,218500,117800,168200,00001,168200,2,01,N,
274,오스코텍,039200,KR7039200001,0,35250,19050,27150,00001,27150,2,01,N,
275,경남스틸,039240,KR7039240007,0,4040,2180,3110,00001,3110,2,01,N,
276,인포뱅크,039290,KR7039290002,0,16470,8870,12670,00001,12670,2,01,N,
277,세중,039310,KR7039310008,0,2975,1605,2290,00001,2290,2,01,N,
278,한국경제TV,039340,KR7039340005,0,8430,4550,6490,00001,6490,2,01,N,
279,케이엘넷,039420,KR7039420005,0,3315,1785,2550,00001,2550,2,01,N,
280,에스티아이,039440,KR7039440003,0,35000,18900,26950,00001,26950,2,01,N,
281,다산네트웍스,039560,KR7039560008,0,6690,3610,5150,00001,5150,2,01,N,
282,화성밸브,039610,KR7039610001,0,7210,3890,5550,00001,5550,2,01,N,
283,한국정보공학,039740,KR7039740006,0,4280,2310,3295,00001,3295,2,01,N,
284,오로라,039830,KR7039830005,0,9020,4860,6940,00001,6940,2,01,N,
285,디오,039840,KR7039840004,0,39550,21350,30450,00001,30450,2,01,N,
286,나노엔텍,039860,KR7039860002,0,5980,3220,4600,00001,4600,2,01,N,
287,리노스,039980,KR7039980008,0,1055,569,812,00001,812,2,01,N,
288,누리플렉스,040160,KR7040160004,0,6660,3600,5130,00001,5130,2,01,N,
289,YTN,040300,KR7040300006,0,11670,6290,8980,00001,8980,2,01,N,
290,큐로컴,040350,KR7040350001,0,637,343,490,00001,490,2,01,N,
291,정상제이엘에스,040420,KR7040420002,0,9300,5020,7160,00001,7160,2,01,N,
292,SG&G,040610,KR7040610008,0,2270,1223,1747,00001,1747,2,01,N,
293,아이씨디,040910,KR7040910002,0,11510,6210,8860,00001,8860,2,01,N,
294,폴라리스오피스,041020,KR7041020009,0,8590,4630,6610,00001,6610,2,01,N,
295,우리기술투자,041190,KR7041190000,0,4445,2395,3420,00001,3420,2,01,N,
296,현대에버다임,041440,KR7041440009,0,9240,4980,7110,00001,7110,2,01,N,
297,한국전자인증,041460,KR7041460007,0,5720,3080,4400,00001,4400,2,01,N,
298,에스엠,041510,KR7041510009,0,172200,92800,132500,00001,132500,2,01,N,
299,이라이콤,041520,KR7041520008,0,10430,5630,8030,00001,8030,2,01,N,
300,플래스크,041590,KR7041590001,0,1440,776,1108,00001,1108,2,01,N,
301,인바디,041830,KR7041830001,0,33650,18150,25900,00001,25900,2,01,N,
302,에스텍파마,041910,KR7041910001,0,8600,4640,6620,00001,6620,2,01,N,
303,메디아나,041920,KR7041920000,0,7390,3990,5690,00001,5690,2,01,N,
304,동아화성,041930,KR7041930009,0,10920,5880,8400,00001,8400,2,01,N,
305,코미팜,041960,KR7041960006,0,7000,3780,5390,00001,5390,2,01,N,
306,카페24,042000,KR7042000000,0,17480,9420,13450,00001,13450,2,01,N,
307,케이피엠테크,042040,KR7042040006,0,503,271,387,00001,387,2,01,N,
308,에스씨디,042110,KR7042110007,0,2180,1174,1677,00001,1677,2,01,N,
309,비츠로테크,042370,KR7042370007,0,9930,5350,7640,00001,7640,2,01,N,
310,네오위즈홀딩스,042420,KR7042420000,0,33600,18100,25850,00001,25850,2,01,N,
311,링네트,042500,KR7042500009,0,5590,3010,4300,00001,4300,2,01,N,
312,라온시큐어,042510,KR7042510008,0,3435,1855,2645,00001,2645,2,01,N,
313,한스바이오메드,042520,KR7042520007,0,26700,14400,20550,00001,20550,2,01,N,
314,새로닉스,042600,KR7042600007,0,42800,23100,32950,00001,32950,2,01,N,
315,상지카일룸,042940,KR7042940007,0,746,402,574,00001,574,2,01,N,
316,엑서지21,043090,KR7043090000,0,1140,614,877,00001,877,2,01,N,
317,솔고바이오,043100,KR7043100007,0,599,323,461,00001,461,2,01,N,
318,바텍,043150,KR7043150002,0,46800,25200,36000,00001,36000,2,01,N,
319,파루,043200,KR7043200005,0,976,526,751,00001,751,2,01,N,
320,티에스넥스젠,043220,KR7043220003,0,789,425,607,00001,607,2,01,N,
321,성호전자,043260,KR7043260009,0,2290,1235,1763,00001,1763,2,01,N,
322,에쎈테크,043340,KR7043340009,0,984,530,757,00001,757,2,01,N,
323,디지아이,043360,KR7043360007,0,3995,2155,3075,00001,3075,2,01,N,
324,피에이치에이,043370,KR7043370006,0,11720,6320,9020,00001,9020,2,01,N,
325,웰킵스하이텍,043590,KR7043590009,0,1506,812,1159,00001,1159,2,01,N,
326,지니뮤직,043610,KR7043610005,0,4885,2635,3760,00001,3760,2,01,N,
327,국순당,043650,KR7043650001,0,7440,4020,5730,00001,5730,2,01,N,
328,서울리거,043710,KR7043710003,0,1076,580,828,00001,828,2,01,N,
329,자연과환경,043910,KR7043910009,0,1560,840,1200,00001,1200,2,01,N,
